0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1e-06 0.999996730746 0.999997464127 -1.6235000011e-08 1.44549999748e-08 -3.00289999533e-08 1.37780000742e-08 -3.00130656994e-08 4.44840919656e-08 0.999996730746 0.999997464127 -2.0004000012e-08 2.03379999508e-08 -4.28499999927e-08 4.53139999967e-08 -2.49760290227e-08 2.28460274032e-08 0.999996730746 0.999997464127 -3.30960000516e-08 3.33199999814e-08 -3.48379999293e-08 3.52860000108e-08 -1.96597904623e-09 1.74197878344e-09 2.11647158378e-08 4.49558939318e-08 5.69776517976e-08
4e-06 0.999986923114 0.999989856512 -6.49359999105e-08 5.78150000097e-08 -1.20108999968e-07 5.51100000079e-08 -1.20047049301e-07 1.77925473799e-07 0.999986923114 0.999989856512 -8.00119999145e-08 8.13490000917e-08 -1.71393000015e-07 1.81252999942e-07 -9.99044633687e-08 9.13814399706e-08 0.999986923114 0.999989856512 -1.3238099994e-07 1.33275000036e-07 -1.3934700005e-07 1.41140999999e-07 -7.86566456412e-09 6.96566293534e-09 8.46588633512e-08 1.79823575727e-07 2.2791060719e-07
9e-06 0.999970577495 0.999977177172 -1.46089999986e-07 1.30073000038e-07 -2.70221999998e-07 1.23980000044e-07 -2.70075312225e-07 4.00302460846e-07 0.999970577495 0.999977177172 -1.80015999995e-07 1.83025000045e-07 -3.85615999909e-07 4.07798000035e-07 -2.24775346891e-07 2.05602226577e-07 0.999970577495 0.999977177172 -2.97840999974e-07 2.99854000074e-07 -3.13518000006e-07 3.17552000029e-07 -1.76963024234e-08 1.56752935077e-08 1.9048244254e-07 4.04603045386e-07 5.12798866178e-07
1.6e-05 0.999947694541 0.999959426131 -2.59677000014e-07 2.31209000057e-07 -4.80334999997e-07 2.20370000026e-07 -4.80063786834e-07 7.11567577638e-07 0.999947694541 0.999959426131 -3.20002000009e-07 3.25350000052e-07 -6.85492999919e-07 7.24924000051e-07 -3.99581418065e-07 3.65498037946e-07 0.999947694541 0.999959426131 -5.29455999931e-07 5.33033000072e-07 -5.57331999995e-07 5.64503999989e-07 -3.14656359857e-08 2.78706078216e-08 3.38635453405e-07 7.19294302909e-07 9.11642428762e-07
2.5e-05 0.999918275163 0.999936603426 -4.05666999992e-07 3.61203999932e-07 -7.50405000027e-07 3.44248999973e-07 -7.49956976631e-07 1.11166655548e-06 0.999918275163 0.999936603426 -4.99948999977e-07 5.0830499998e-07 -1.07099000002e-06 1.13259199996e-06 -6.2430511194e-07 5.71058184073e-07 0.999918275163 0.999936603426 -8.27192999986e-07 8.32783000004e-07 -8.70764999994e-07 8.81969000055e-07 -4.91729081897e-08 4.35588387582e-08 5.29117895945e-07 1.1238973483e-06 1.42444129494e-06
3.6e-05 0.999882320535 0.999908709103 -5.84025000028e-07 5.2002499995e-07 -1.08037199997e-06 4.95578999948e-07 -1.0796889518e-06 1.60051632958e-06 0.999882320535 0.999908709103 -7.19834000074e-07 7.31860999914e-07 -1.54206199998e-06 1.63075299997e-06 -8.98929561011e-07 8.22263636624e-07 0.999882320535 0.999908709103 -1.19101700002e-06 1.19906499996e-06 -1.25378299998e-06 1.26991500005e-06 -7.08228613533e-08 6.27387175545e-08 7.61929770161e-07 1.61841218154e-06 2.05119546471e-06
4.9e-05 0.99983983209 0.999875743218 -7.94704000051e-07 7.07636999997e-07 -1.47016599994e-06 6.7431500006e-07 -1.46917634614e-06 2.17802403435e-06 0.99983983209 0.999875743218 -9.7962400003e-07 9.95986000007e-07 -2.09865299994e-06 2.21934699995e-06 -1.22343059517e-06 1.11909502931e-06 0.99983983209 0.999875743218 -1.62087900002e-06 1.63183199997e-06 -1.70634700003e-06 1.72830400003e-06 -9.6421741369e-08 8.5417474982e-08 1.03707107605e-06 2.20283880266e-06 2.79190493808e-06
6.4e-05 0.999790811521 0.99983770584 -1.03765000004e-06 9.23998000002e-07 -1.91970700003e-06 8.80400999992e-07 -1.9183193507e-06 2.84408199969e-06 0.999790811521 0.99983770584 -1.27928400007e-06 1.30064299997e-06 -2.74070099993e-06 2.89830300004e-06 -1.59777874342e-06 1.46152965896e-06 0.999790811521 0.99983770584 -2.11672399997e-06 2.13102699997e-06 -2.22841300002e-06 2.25708500001e-06 -1.25972298703e-07 1.11602844299e-07 1.35454181362e-06 2.87717721164e-06 3.64656971505e-06
8.1e-05 0.999735260782 0.999794597044 -1.31280300009e-06 1.16905699998e-06 -2.42889500002e-06 1.11377500001e-06 -2.42700771069e-06 3.59855574328e-06 0.999735260782 0.999794597044 -1.61877100002e-06 1.64578499995e-06 -3.46812800001e-06 3.66754199999e-06 -2.02194723553e-06 1.84953748683e-06 0.999735260782 0.999794597044 -2.67848700009e-06 2.69658499996e-06 -2.819923e-06 2.85620700002e-06 -1.59484791706e-07 1.4129806325e-07 1.71434198286e-06 3.64142740848e-06 4.61518979561e-06
